fips,name_16,County,LessThanHighSchool,AtLeastHighSchool,AtLeastBS,GraduateDegreee,School_Enrollment,MedianEarnings,WhitePopulation,AfricanAmericanPopulation,NativeAmericanPopulation,AsianAmericanPopulatyion,OtherRaces,LatinoPopulation,ChildrenUnder6LivinginPoverty,Adults65andOlderLivinginPoverty,TotalPopulation,PreschoolEnrollmentRatioenrolledages3and4,PovertyRatebelowfederalpoverty.hreshold,GiniCoefficient,ChildPovertylivinginfamiliesbelowthepovertyline,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity.percent,Adult.obesity.population,Diabetes.percent,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
32007,Elko,"Elko County, Nevada",15.5,84.5,15.8,5.1,73.25,35167.51238,69.5,0.9,4.75,0.95,1.4,22.6,12,10.95,47630,39.2,7.8,0.361,9.25,24.3,24,17.85,0.4,21.25,12.2,Nevada,69.5,0.9,22.6,0.95,4.75,1.4,70.45,0.5367245,33.6,-115.3514239,41.1411327,4.2,3.5,0.07,56.1,0.245,0.243,0.327,15575,0.077,196,51.4,0.219,0.059,308.1,,76.8,5.5,-0.398536205,0.157141804,0.921384687,7.21E-05,7.21E-05,1.31E-04,5.82E-04,0.262900224,1744.284615,,,,,,440.6923077,597.6153846,283.7692308,249.2307692,373.2307692,125.1538462,636.6153846,828.7692308,444.6923077,425.8461538,568.6153846,282.8461538,447.6923077,616.3846154,279.3076923,32007,6.705128205,,"(6.44,8.12]","(41,42.8]","[-164,-109]",,"(1.01e+03,3.06e+03]"
32009,Esmeralda,"Esmeralda County, Nevada",15.9,84.1,21.1,6.1,77.95,26844.51048,78.8,0,3.4,0.2,3.95,13.65,14.85,8,816,37.5,9.05,0.526,4.9,23,14.95,17.15,6.55,28,10.35,Nevada,78.8,0,13.65,0.2,3.4,3.95,79,0.6422965,58,-117.6323824,37.7789658,,,,,0.258,,0.291,237,0.105,,,0.336,0.052,420.76,,,,-0.19880151,-0.164712545,0.787253402,8.19E-05,8.19E-05,1.24E-04,0.001040538,0.123027809,1510.166667,546.6666667,150.3333333,130,159.3333333,107,530.3333333,684,377.3333333,334.6666667,468.3333333,201,733,901.3333333,565.3333333,519.3333333,669.6666667,369,531.3333333,692,370.6666667,32009,11.68518519,138.8533333,"(10.7,12]","(37.1,38.4]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32011,Eureka,"Eureka County, Nevada",11.8,88.2,17.8,3,80.2,41048.31746,86.95,0.05,2.75,0.7,0.95,8.6,16.8,15.95,1687,53.3,10.5,0.412,11.8,40.35,10.45,6.7,7.1,21.95,13.45,Nevada,86.95,0.05,8.6,0.7,2.75,0.95,87.65,0.764322,40.5,-116.2722082,39.9777878,3.4,,,36.2,0.015,,0.257,434,0.087,,,0.188,0.06,535.62,,,,1.77984392,0.550537606,1.099536816,5.84E-05,5.84E-05,2.60E-04,0.002137759,0.715656328,1800.055556,1088.222222,277.2222222,187.2222222,361.6666667,262.1111111,458.1111111,616,300.2222222,270.8888889,398.7777778,142.7777778,653.1111111,840.3333333,465.6666667,440.5555556,588.1111111,292.4444444,464,632.1111111,296.2222222,32011,7.672839506,276.4084444,"(6.44,8.12]","(39.7,41]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32013,Humboldt,"Humboldt County, Nevada",19.1,80.9,13.4,3.1,73.1,32109.56032,69.75,0.3,4,0.8,1.8,23.35,28.1,5.4,17079,23,12.75,0.401,18.55,23.2,15.5,19.65,3.7,23.25,14.65,Nevada,69.75,0.3,23.35,0.8,4,1.8,70.55,0.5430255,36.6,-118.1275915,41.4079136,4,4.1,0.06,61.9,0.262,0.216,0.271,4628,0.071,262.9,,0.24,0.062,368.92,9.11,102.7,,0.061675684,-0.210518739,0.944792721,8.10E-05,8.10E-05,7.93E-05,2.51E-04,0.220337727,1332.322222,906.5555556,280.6666667,122.1111111,294.6666667,209.1111111,488.8888889,646.6666667,331.4444444,309,423.1111111,195,681.1111111,874.6666667,487.6666667,475.3333333,627.6666667,323.1111111,486.7777778,656.7777778,316.8888889,32013,9.382716049,230.2651111,"(9.33,10.7]","(41,42.8]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32015,Lander,"Lander County, Nevada",25,75,12.9,2.5,70.2,34795.25397,69.55,0.95,4.2,0.15,1.3,23.75,24.65,10.35,5411,26.7,14.1,0.4,17.6,20.45,18.25,18.9,0.2,27.95,14.25,Nevada,69.55,0.95,23.75,0.15,4.2,1.3,69.7,0.542152,36.8,-117.0472398,39.9002105,5.2,,0.08,47,0.135,0.172,0.271,1466,0.084,68.5,,0.202,0.053,614.58,,97.5,,-0.36480218,-0.2210016,0.966356876,9.67E-05,9.67E-05,9.30E-05,3.25E-04,0.357625827,1819.933333,,,,,,506,636.3333333,375.6666667,324.3333333,423.6666667,224.6666667,701.6666667,860.3333333,542.6666667,481.6666667,608,355.6666667,514,649.6666667,378,32015,10.33333333,,"(9.33,10.7]","(39.7,41]","[-164,-109]",,"(1.01e+03,3.06e+03]"
32017,Lincoln,"Lincoln County, Nevada",17,83,15.8,6.2,76.65,26876.92603,86.55,3.35,2.15,1.15,1.15,5.65,6.55,8.6,4934,5.3,13.65,0.368,15.45,36.4,21.15,18.25,4.25,16,3.85,Nevada,86.55,3.35,5.65,1.15,2.15,1.15,87.7,0.7541315,35.5,-114.8630367,37.634605,4.2,2.6,,11.7,0.194,0.145,0.268,1322,0.091,,,0.254,0.128,114.94,,134.5,,-0.034360109,0.326773904,1.101375287,9.39E-05,9.39E-05,2.19E-04,0.001112121,0.801624871,1413.5875,1039.5,321.5,215.75,261.25,241,534.375,698.125,370.375,352.375,491.25,213.125,726,908.625,543.125,517.375,678.75,356,538.125,709.875,366.5,32017,11.90972222,264.033,"(10.7,12]","(37.1,38.4]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32019,Lyon,"Lyon County, Nevada",14.2,85.8,12.7,4.2,76.4,26573.61524,78.35,0.65,2.2,0.85,3.25,14.7,10.8,5.4,51455.5,27.8,12.1,0.395,13.25,21.8,18.55,26.8,0.5,11.95,20.35,Nevada,78.35,0.65,14.7,0.85,2.2,3.25,79.2,0.637136,39.6,-119.197417,39.0222136,4.1,4.4,0.08,39.1,0.289,0.249,0.309,15900,0.096,246.8,69.4,0.229,0.148,222.86,,80.8,,-0.407833474,-0.083044744,0.725537884,7.23E-05,7.23E-05,1.03E-04,8.90E-04,-0.053207121,1389.866667,536.6666667,167.3333333,94,165,110.3333333,514,685,342.6666667,333.3333333,475.3333333,191,703,898.3333333,507.3333333,502.3333333,668,337,513.3333333,694,332.3333333,32019,10.77777778,136.3133333,"(10.7,12]","(38.4,39.7]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32021,Mineral,"Mineral County, Nevada",13.7,86.3,8.2,1.7,66.2,33848.14826,72.7,2.4,13.2,0.8,1.9,8.95,32.15,15.3,4748,100,20,0.486,11.8,26.8,22.85,24.3,0,10.2,15.9,Nevada,72.7,2.4,8.95,0.8,13.2,1.9,73.5,0.55496425,50.6,-118.4162794,38.516647,4.5,4.3,0.08,43.5,0.356,0.267,0.295,1401,0.12,587.9,,0.23,0.127,576.62,,133,,-1.568996607,-1.109385583,0.96847665,-7.02E-06,7.02E-06,1.88E-04,0.00123196,0.127343166,1358.8,485.5,112.5,99,168.5,105.5,557,699.5,415,370,488.5,252,757.5,917,597.5,539.5,682.5,397,557,705,409,32021,13.16666667,123.317,"(12,13.6]","(38.4,39.7]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32023,Nye,"Nye County, Nevada",18.3,81.7,10.5,2.7,71.8,24458.29842,79.95,2,1.7,1.2,2.55,12.6,32.9,10.15,43440,26.3,17.55,0.454,26.45,20.4,22.55,24.45,0.65,20.6,11.4,Nevada,79.95,2,12.6,1.2,1.7,2.55,81.15,0.6565595,47.4,-116.4590468,37.9663789,5.4,4.7,0.1,45.1,0.433,0.263,0.301,13075,0.109,131.5,93.6,0.227,0.135,570.38,6.4,128.9,,-0.809816739,-1.091820801,0.838864731,-2.05E-05,2.05E-05,1.09E-04,3.36E-04,-0.150697881,1565.15,,,,,,512.75,668.25,357.25,315,441.25,188.25,715.25,892,539.25,500,654.5,344.75,517.25,680.75,353.25,32023,10.70833333,,"(10.7,12]","(37.1,38.4]","[-164,-109]",,"(1.01e+03,3.06e+03]"
32027,Pershing,"Pershing County, Nevada",20.6,79.4,12.4,3.6,78.1,28434.80889,67.7,4.5,2.25,1.2,2.75,21.6,20.4,3.35,6541,38.1,12.95,0.379,19.45,31.1,23.05,14.45,1.8,15.3,14.25,Nevada,67.7,4.5,21.6,1.2,2.25,2.75,68.9,0.5084165,40,-118.4094765,40.439639,4.4,5,,51.6,0.368,0.263,0.293,1917,0.086,89.1,,0.272,0.103,541.42,,77.6,,-1.561523099,-0.348079762,1.006405663,7.78E-05,7.78E-05,7.52E-05,2.97E-04,0.274754844,1239.825,717.5,215.75,95.75,241,165,514.75,681.25,348.25,325.75,454.75,197,713.75,909,518.75,504.25,667.75,340.5,511.25,688.75,333.5,32027,10.81944444,182.245,"(10.7,12]","(39.7,41]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32029,Storey,"Storey County, Nevada",8.2,91.8,13.9,5.5,75.65,36003.49683,85.5,0.5,1.7,1.7,4.5,6.05,0,2.05,4137.5,21.3,5.9,0.349,3.45,25.2,11.45,28.85,0,16.3,18.2,Nevada,85.5,0.5,6.05,1.7,1.7,4.5,87.2,0.73731325,46.4,-119.5246462,39.4383853,3.4,3.5,0.13,14,0.314,0.222,0.237,981,0.095,,163.3,0.22,0.113,248.74,,,,0.087282683,0.487071513,1.240137857,1.28E-04,1.28E-04,2.41E-04,0.001594692,1.20317547,1419.675,814.375,328,98.375,194.5,193.5,527.125,659,395.25,353.375,457.75,249,714.25,869,559.5,505.375,635.75,375.375,532,670.25,393.875,32029,11.50694444,206.85125,"(10.7,12]","(38.4,39.7]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32031,Washoe,"Washoe County, Nevada",13.6,86.4,26.7,9.7,74.6,30581.89111,66.85,2.2,1.5,5.1,2.9,21.5,19.75,6.4,412951,34.3,12.2,0.456,16.5,31.8,19.65,27.15,0.3,10.3,10.8,Nevada,66.85,2.2,21.5,5.1,1.5,2.9,71.95,0.49726825,36.6,-119.7103147,40.7033108,3.6,3.5,0.08,41.2,0.331,0.183,0.225,92914,0.069,350,237.4,0.244,0.109,438.98,5.21,72.9,5.5,-0.472249279,0.155422785,0.721006972,4.95E-05,4.95E-05,9.28E-05,3.51E-04,-0.195867891,1205.2,825,273,139,234,179,534,674,395,341,447,234,735,897,574,523,661,386,535,686,383,32031,11.88888889,209.55,"(10.7,12]","(39.7,41]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32033,White Pine,"White Pine County, Nevada",16.2,83.8,13.4,3.8,76.2,30648.32762,76.75,2.3,5.05,1.1,2.05,12.8,15.45,11.6,9545,78.8,14.7,0.395,22,25.1,26.3,18.7,1.2,18.45,10.25,Nevada,76.75,2.3,12.8,1.1,5.05,2.05,77.85,0.60906075,41.8,-114.9009447,39.417804,5.4,2.6,0.06,56.5,0.369,0.2,0.261,2491,0.084,237.7,114.9,0.195,0.071,270.05,,123,,-0.9490159,-0.269337836,0.973561774,8.14E-05,8.14E-05,8.28E-05,4.59E-04,0.267661361,1882.8625,1012.625,221.375,232.5,298.375,260.375,462.5,619,306,276,408.125,144.25,660.25,840.375,480.125,442.625,592.75,292.5,467.75,630.625,304.75,32033,7.916666667,257.20675,"(6.44,8.12]","(38.4,39.7]","[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
32510,Carson City,"Carson City, Nevada",12,88,21.6,9,74.1,28845.94826,71.7,1.55,1.85,2.05,2.35,20.45,27.05,4.95,55268,36.6,13.15,0.442,20,31.4,20,26.9,0,9.25,12.4,Nevada,71.7,1.55,20.45,2.05,1.85,2.35,73.75,0.55746425,41.1,-119.743442,39.1534468,3.6,3.3,0.08,53,0.34,0.214,0.23,12712,0.09,308.4,322.3,0.236,0.111,296.12,,67.2,3.8,-0.544616812,0.053362789,0.707297873,5.78E-05,5.78E-05,8.08E-05,3.06E-04,-0.199172711,1844.06,2158.4,1046.8,120.8,522.4,468.4,455,594.4,316.2,311,420,201.6,611.6,781.6,441.6,425.2,556.6,294,471,616.4,325.2,32510,7.5,548.2336,"(6.44,8.12]","(38.4,39.7]","[-164,-109]","(444,628]","(1.01e+03,3.06e+03]"
33001,BELKNAP,"Belknap County, New Hampshire",10.5,89.5,26.9,8.9,76,32022.94476,96.1,0.45,0.3,1,1.05,1.15,8.1,11.25,60595,34.4,8.85,0.415,9.75,31.5,16.5,27.2,0.55,12.6,11.75,New Hampshire,96.1,0.45,1.15,1,0.3,1.05,97.1,0.92389275,43.6,-71.4253661,43.5191091,3.1,3.6,0.06,24.1,0.33,0.181,0.269,16300,0.094,209.2,66.5,0.146,0.054,199.75,2.61,70.8,,0.881560316,0.653277539,0.39125606,-4.86E-05,4.86E-05,9.02E-05,3.85E-04,-0.632444537,238.525,,,,,,,,,,,,,,,,,,,,,33001,,,,"(42.8,45]","(-78.2,178]",,"(216,259]"
33003,CARROLL,"Carroll County, New Hampshire",9.4,90.6,30.3,10.7,77.45,27128.91143,97.05,0.3,0.35,0.55,0.9,0.9,18.1,6.55,47704.5,50.9,9.4,0.443,13.5,30.05,21.05,25.8,0.65,12.7,9.8,New Hampshire,97.05,0.3,0.9,0.55,0.35,0.9,97.6,0.94208375,46.8,-71.201665,43.8675668,3.2,3.4,0.06,20.5,0.317,0.178,0.241,11497,0.097,174.2,46.2,0.172,0.052,146.67,,85.8,,1.124617447,0.562951196,0.502143915,-2.54E-05,2.54E-05,1.04E-04,4.64E-04,-0.573254489,246.38,,,,,,432,544.2,319.8,203.2,311,95.8,647.6,763.8,531.6,413.8,529.4,298,459.6,568.6,350.8,33003,6.222222222,,"[-10.1,6.44]","(42.8,45]","(-78.2,178]",,"(216,259]"
33005,CHESHIRE,"Cheshire County, New Hampshire",10.2,89.8,29.8,10.5,83.55,26981.4854,95.6,0.5,0.25,1.05,1.35,1.35,12.3,7.05,77145.5,53.3,9.45,0.424,10,33.75,16.55,24.9,0.7,9.3,14.8,New Hampshire,95.6,0.5,1.35,1.05,0.25,1.35,96.65,0.914442,40.1,-72.2482169,42.9254553,3.6,3.5,0.06,15.7,0.262,0.172,0.259,19981,0.091,273,65.5,0.135,0.053,175.59,,62.5,5.2,0.560779302,0.797848288,0.36301963,-8.19E-05,8.19E-05,1.09E-04,4.37E-04,-0.459370664,250.6571429,4581.857143,974.8571429,1263.142857,1130.428571,1213.428571,,,,,,,,,,,,,,,,33005,,1163.791714,,"(42.8,45]","(-78.2,178]","(1.12e+03,1.19e+03]","(216,259]"
33007,COOS,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636,51.7,11.95,0.415,16.45,28,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,10280,0.103,149.9,49.3,0.167,0.077,142.67,,92.6,,-0.133574395,-0.158431917,0.471923222,2.43E-05,2.43E-05,3.50E-05,2.41E-04,-0.774391785,519.375,4713.25,925.5833333,1404.916667,1107.25,1275.5,,,,,,,,,,,,,,,,33007,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
33009,GRAFTON,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.76413,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372,39.4,9.65,0.438,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14,0.284,0.168,0.255,22280,0.086,196.8,76.9,0.154,0.044,166.72,1.63,55,5.2,1.095942929,0.80038042,0.46873011,-7.26E-05,7.26E-05,1.16E-04,3.39E-04,-0.353474917,256.825,4063,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
33011,HILLSBOROUGH,"Hillsborough County, New Hampshire",9.5,90.5,34.5,12.1,79.2,35934.9454,88.1,1.85,0.2,3.1,1.6,5.1,13.75,6,401648.5,49.3,7.3,0.412,10.15,40.2,13.9,25.9,0.2,8.5,11.35,New Hampshire,88.1,1.85,5.1,3.1,0.2,1.6,91.2,0.78032525,38.5,-71.7231012,42.9116429,3.1,3.1,0.07,20.1,0.282,0.16,0.269,108043,0.09,277.1,147.1,0.116,0.057,242.89,1.43,45.8,4.7,0.706827057,1.000894779,0.46629264,-1.27E-04,1.27E-04,1.87E-04,4.33E-04,0.074241258,173.4,,,,,,467.25,575.75,358.5,248.5,349,148.125,678.75,792.125,565.125,445.625,556.75,334.125,492,600.625,383.5,33011,8.180555556,,"(8.12,9.33]","(42.8,45]","(-78.2,178]",,"(167,216]"
33013,MERRIMACK,"Merrimack County, New Hampshire",8.7,91.3,32.7,12.7,78.8,32595.2473,94.75,0.9,0.2,1.45,1.2,1.5,10.8,7.2,147300.5,51.8,7.9,0.417,10.45,39.3,14.3,24.7,0.55,10,11.15,New Hampshire,94.75,0.9,1.5,1.45,0.2,1.2,96.2,0.8984205,40.4,-71.6801295,43.2994849,2.9,3.2,0.06,16.5,0.281,0.153,0.264,38887,0.082,207.4,113.2,0.12,0.049,147.66,1.86,52.6,6,1.044602489,1.004930559,0.359811721,-1.37E-04,1.37E-04,1.64E-04,3.72E-04,-0.063713892,136.7666667,4504,961.3333333,1206,1111.333333,1225.333333,457.3333333,571.6666667,342.6666667,231.6666667,335.3333333,128,671.6666667,793.3333333,550.3333333,439.6666667,557.3333333,322,481.3333333,596,367,33013,7.62962963,1144.016,"(6.44,8.12]","(42.8,45]","(-78.2,178]","(1.12e+03,1.19e+03]","(105,167]"
33015,ROCKINGHAM,"Rockingham County, New Hampshire",6.5,93.5,36.6,12.9,81.35,37792.07016,94.3,0.65,0.1,1.7,1.2,2.05,4.55,5.9,295951.5,60.1,4.65,0.404,4.85,40.3,13.3,27,0.3,8.95,10,New Hampshire,94.3,0.65,2.05,1.7,0.1,1.2,96,0.8901455,41.4,-71.0994374,42.9893596,3,3.1,0.07,11.3,0.192,0.158,0.263,77835,0.076,165.8,81,0.104,0.06,118.2,0.97,46.8,4.6,1.570669853,1.424965885,0.489895559,-2.23E-04,2.23E-04,2.67E-04,7.75E-04,0.765493706,39.0875,4817.875,1073,1161,1308.375,1275.5,,,,,,,,,,,,,,,,33015,,1223.74025,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(38.9,105]"
33017,STRAFFORD,"Strafford County, New Hampshire",10.5,89.5,30,10.9,78.4,28998.89143,93.35,0.85,0.2,2.25,1.65,1.65,16.55,8.1,122399.5,42.4,11.55,0.424,12.4,35.65,18,26.1,0.3,7.8,12.15,New Hampshire,93.35,0.85,1.65,2.25,0.2,1.65,95.6,0.87254925,36.5,-71.0359266,43.2931773,3.8,3.7,0.07,15.7,0.28,0.185,0.301,36842,0.09,314.9,86.8,0.142,0.055,193.32,1.18,48.5,6.2,0.79568891,0.573638568,0.390370435,-4.58E-05,4.58E-05,8.13E-05,2.70E-04,-0.667861979,87.92,4758.2,989.2,1203,1274.2,1291.8,,,,,,,,,,,,,,,,33017,,1208.5828,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(38.9,105]"
33019,SULLIVAN,"Sullivan County, New Hampshire",10.1,89.9,25.9,9.2,74.7,29613.4527,96.4,0.45,0.25,0.45,1.4,1.05,15.3,7.95,43191.5,42.8,10.15,0.407,13,32.45,15.9,24,0.55,9.3,17.8,New Hampshire,96.4,0.45,1.05,0.45,0.25,1.4,96.85,0.929649,43.3,-72.2220839,43.3611883,3.5,3.8,0.08,31.8,0.312,0.197,0.268,11575,0.086,158.8,73.2,0.145,0.048,159.87,,66.9,,0.126948249,0.472175169,0.291664202,-3.98E-05,3.98E-05,6.42E-05,1.49E-04,-0.863711828,244.46,,,,,,,,,,,,,,,,,,,,,33019,,,,"(42.8,45]","(-78.2,178]",,"(216,259]"
34001,Atlantic,"Atlantic County, New Jersey",15.3,84.7,23.6,7.2,82.15,30503.32508,59.95,15.25,0.15,6.9,2.05,15.7,19.45,11.15,272282.5,52.1,11.2,0.445,15.55,28.15,30.35,24.25,0.65,8.3,8.35,New Jersey,59.95,15.25,15.7,6.9,0.15,2.05,66.85,0.412489,39.4,-74.6337584,39.469354,4.2,4,0.09,35.3,0.387,0.201,0.27,73516,0.099,409.3,627.4,0.172,0.135,525.77,6.15,57.8,8.4,0.196597976,-0.311802394,0.900488988,7.24E-05,7.24E-05,1.01E-04,9.24E-04,0.168750085,12.55,4317,1010,1135.75,1158.25,1013,543.75,635,452.5,352.75,439.75,265.25,736,824.25,647.5,515.25,610.25,420.25,568.5,663.25,474,34001,12.43055556,1096.518,"(12,13.6]","(38.4,39.7]","(-78.2,178]","(1.03e+03,1.12e+03]","[-12.3,38.9]"
34003,Bergen,"Bergen County, New Jersey",9.1,90.9,44.5,16.7,84.35,44713.71715,63.65,5.25,0.1,14.15,1.55,15.3,6,7.55,896831,68.2,5.7,0.468,6.15,44.9,12.25,28.65,0.1,6.5,7.65,New Jersey,63.65,5.25,15.3,14.15,0.1,1.55,77.8,0.451561,40.8,-74.0745218,40.9590904,2.8,2.9,0.08,6.8,0.192,0.14,0.214,191922,0.075,130.2,226.9,0.135,0.081,101.97,1.28,30.6,3.5,1.985993985,1.508230713,0.980602808,-2.00E-04,2.00E-04,4.53E-04,0.001216238,1.704773348,33.03333333,4751.666667,958.3333333,1303,1219,1271.333333,,,,,,,,,,,,,,,,34003,,1206.923333,,"(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34005,Burlington,"Burlington County, New Jersey",9.1,90.9,33.5,11.8,80.75,40943.50064,71.55,15.8,0.1,4.15,2.45,5.9,6.75,4.5,447517.5,58.1,5.35,0.405,6.65,40.7,14.3,28,0.6,7.2,9.2,New Jersey,71.55,15.8,5.9,4.15,0.1,2.45,75.7,0.54270875,39.6,-74.6630063,39.8757858,3.3,3.5,0.09,17.2,0.257,0.148,0.271,121277,0.096,243.1,214.2,0.106,0.092,144.51,2.3,41.4,5.8,,1.03648048,0.742086421,-9.37E-05,9.37E-05,2.75E-04,7.05E-04,0.46233682,23.35,4689.5,987.5,1357,1232.5,1112.5,538,644,432,340.5,430,250.5,732,843.5,620.5,520,632.5,407.5,556,667,446,34005,12.11111111,1191.133,"(12,13.6]","(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34007,Camden,"Camden County, New Jersey",14.6,85.4,27.9,10,79.2,34529.24,61.75,18.3,0.2,4.8,1.8,13.15,19.3,8.35,515297,63.6,11.3,0.443,16.85,36.65,16.65,27.75,0.1,7.6,11.2,New Jersey,61.75,18.3,13.15,4.8,0.2,1.8,66.55,0.4347195,37.2,-74.9612508,39.8023521,4.1,4.1,0.09,37.4,0.379,0.192,0.275,141707,0.093,588,397.9,0.14,0.106,621.62,9.02,61.5,9.1,0.364230292,-0.135252523,0.935637279,6.43E-05,6.43E-05,9.68E-05,4.31E-04,0.164726336,22.1,4539.5,1034.5,1228.5,1200.5,1076,,,,,,,,,,,,,,,,34007,,1153.033,,"(39.7,41]","(-78.2,178]","(1.12e+03,1.19e+03]","[-12.3,38.9]"
34009,Cape May,"Cape May County, New Jersey",11.8,88.2,26.4,8.9,74.1,31942.23778,87.6,4.9,0.15,0.55,1.45,5.3,14.2,6.15,97196,62.4,9.2,0.454,11.85,33.65,21.05,25.3,0.6,12.35,7.1,New Jersey,87.6,4.9,5.3,0.55,0.15,1.45,88.15,0.77282875,46.4,-74.8477158,39.0861425,3.7,3.2,0.07,28.9,0.329,0.207,0.248,24105,0.112,269.1,229.7,0.153,0.134,283.11,2.32,59.8,6.7,1.046611964,0.322536093,0.648231607,3.10E-05,3.10E-05,1.36E-04,9.66E-04,-0.285550135,6.1,4188,961,1069,1132,1026,557,638,475,371,445,297,741,825,657,524,608,439,589,672,505,34009,13.16666667,1063.752,"(12,13.6]","(38.4,39.7]","(-78.2,178]","(1.03e+03,1.12e+03]","[-12.3,38.9]"
34011,Cumberland,"Cumberland County, New Jersey",24.2,75.8,13.3,3.9,75.05,28662.13905,51.9,18.95,0.7,1.2,1.95,25.3,26.35,9.45,156082,62.1,15.3,0.433,23.4,25.8,22.25,23.8,1.3,8.95,17.9,New Jersey,51.9,18.95,25.3,1.2,0.7,1.95,53.1,0.3698535,36.5,-75.1216435,39.3283874,4.3,4,0.1,67.1,0.44,0.241,0.334,52131,0.117,526.4,641.9,0.183,0.141,532.1,7.6,57.1,9.2,-0.651163852,-1.069331123,0.735354434,-7.44E-06,7.44E-06,1.27E-04,3.62E-04,-0.309102617,21.3,4159,935,1076,1146,1002,538,639,437,342,433,251,734,833,635,514,622,406,559,663,455,34011,12.11111111,1056.386,"(12,13.6]","(38.4,39.7]","(-78.2,178]","(1.03e+03,1.12e+03]","[-12.3,38.9]"
34013,Essex,"Essex County, New Jersey",18,82,31.6,12.3,79.55,33531.45175,34.3,39.5,0.15,4.4,2.25,19.4,21.9,12.55,777661,71.1,14.55,0.523,19.95,35.8,18.8,25.8,0.1,8.05,11.5,New Jersey,34.3,39.5,19.4,4.4,0.15,2.25,38.7,0.3137545,36,-74.2461362,40.7872165,3.2,3.4,0.11,35.6,0.458,0.148,0.259,201414,0.097,670.3,1524.5,0.19,0.108,675.44,16.58,47.7,7.5,,-0.582876753,1.477585863,1.91E-04,1.91E-04,2.28E-04,0.001906029,1.795515496,68.36666667,,,,,,521,622,420.3333333,315,402,227.3333333,723.3333333,828.6666667,618.3333333,502,608,395.3333333,541,645.3333333,436.6666667,34013,11.16666667,,"(10.7,12]","(39.7,41]","(-78.2,178]",,"(38.9,105]"
